Station Name,latitude,longitude,Num_Bikes,Empty_slots,Yelp POIS data,Shortest Yelp Distance from Station
Gaol Walk,51.893604,-8.494174,0,14,"[{'Review_count': 11, 'POI Name': 'Perrotts Restaurant', 'Full POI Location': {'address1': 'Hayfield Manor, Perrott Avenue', 'address2': 'College Road', 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Hayfield Manor, Perrott Avenue', 'College Road', 'Cork', 'Republic of Ireland']}, 'Categories': ['Irish'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8916, 'longitude': -8.48937}, 'Distance from station': 397.9101143903482, 'Is_business_closed': False}, {'Review_count': 65, 'POI Name': 'Café Paradiso', 'Full POI Location': {'address1': '16 Lancaster Quay', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['16 Lancaster Quay', 'Cork', 'Republic of Ireland']}, 'Categories': ['Vegetarian', 'Cafes'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8970139892808, 'longitude': -8.48269285393805}, 'Distance from station': 874.3158840399113, 'Is_business_closed': False}, {'Review_count': 5, 'POI Name': 'Pompeii Pizza', 'Full POI Location': {'address1': '14B North Mall', 'address2': 'Franciscan Well', 'address3': '', 'city': 'Cork', 'zip_code': 'T23 RHW2', 'country': 'IE', 'state': 'CO', 'display_address': ['14B North Mall', 'Franciscan Well', 'Cork, T23 RHW2', 'Republic of Ireland']}, 'Categories': ['Pizza'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.9011393056616, 'longitude': -8.48189324140549}, 'Distance from station': 1188.32139583329, 'Is_business_closed': False}, {'Review_count': 3, 'POI Name': 'Cameron Bakery', 'Full POI Location': {'address1': '25 Washington Street', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': 'T12 D853', 'country': 'IE', 'state': 'CO', 'display_address': ['25 Washington Street', 'Cork, T12 D853', 'Republic of Ireland']}, 'Categories': ['Bakeries'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.89755, 'longitude': -8.48028}, 'Distance from station': 1052.1335619330744, 'Is_business_closed': False}, {'Review_count': 9, 'POI Name': 'Cafe Depeche', 'Full POI Location': {'address1': '19 Lancaster Quay', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': 'T12 XK40', 'country': 'IE', 'state': 'CO', 'display_address': ['19 Lancaster Quay', 'Cork, T12 XK40', 'Republic of Ireland']}, 'Categories': ['Coffee & Tea'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8971195378885, 'longitude': -8.48255508768728}, 'Distance from station': 887.9465703387201, 'Is_business_closed': False}, {'Review_count': 43, 'POI Name': ""Jackie Lennox's"", 'Full POI Location': {'address1': '137 Bandon Road', 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': 'T12 C959', 'country': 'IE', 'state': 'CO', 'display_address': ['137 Bandon Road', 'Cork, T12 C959', 'Republic of Ireland']}, 'Categories': ['Fast Food'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.892354, 'longitude': -8.483519}, 'Distance from station': 744.2603657537453, 'Is_business_closed': False}, {'Review_count': 23, 'POI Name': 'Cork City Gaol', 'Full POI Location': {'address1': 'Convent Avenue', 'address2': 'Sundays Well', 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Convent Avenue', 'Sundays Well', 'Cork', 'Republic of Ireland']}, 'Categories': ['Landmarks & Historical Buildings'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8994644218721, 'longitude': -8.49918949585108}, 'Distance from station': 736.9409332825114, 'Is_business_closed': False}, {'Review_count': 2, 'POI Name': ""Joe's and Bros"", 'Full POI Location': {'address1': '22 Gillabbey Street', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': 'T12 DW29', 'country': 'IE', 'state': 'CO', 'display_address': ['22 Gillabbey Street', 'Cork, T12 DW29', 'Republic of Ireland']}, 'Categories': ['Breakfast & Brunch', 'Cafes'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.893778, 'longitude': -8.483833}, 'Distance from station': 709.8715910563014, 'Is_business_closed': False}, {'Review_count': 4, 'POI Name': 'Reidys Wine Vault Bar', 'Full POI Location': {'address1': 'Western Road', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Western Road', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8938, 'longitude': -8.49951}, 'Distance from station': 366.808623268287, 'Is_business_closed': False}, {'Review_count': 2, 'POI Name': 'Indian Aagrah', 'Full POI Location': {'address1': ""89 Sunday's Well Road"", 'address2': ""Sunday's Well"", 'address3': None, 'city': 'Cork', 'zip_code': 'T23 EH58', 'country': 'IE', 'state': 'CO', 'display_address': [""89 Sunday's Well Road"", ""Sunday's Well"", 'Cork, T23 EH58', 'Republic of Ireland']}, 'Categories': ['Indian'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8983152051529, 'longitude': -8.49666383117437}, 'Distance from station': 551.0164521054178, 'Is_business_closed': False}, {'Review_count': 3, 'POI Name': ""Vikki's"", 'Full POI Location': {'address1': ""85a Sunday's Well Road"", 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': [""85a Sunday's Well Road"", 'Cork', 'Republic of Ireland']}, 'Categories': ['Coffee & Tea'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8992954095879, 'longitude': -8.49118443049872}, 'Distance from station': 665.2711238365802, 'Is_business_closed': False}, {'Review_count': 5, 'POI Name': ""Dwyer's of Cork"", 'Full POI Location': {'address1': '28 Washington St', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': 'T12 WC93', 'country': 'IE', 'state': 'CO', 'display_address': ['28 Washington St', 'Cork, T12 WC93', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 4.0, 'Coordinates': {'latitude': 51.89748, 'longitude': -8.47851}, 'Distance from station': 1081.6963479989442, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Feed your Senses', 'Full POI Location': {'address1': '27 Washington Street West', 'address2': None, 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['27 Washington Street West', 'Cork', 'Republic of Ireland']}, 'Categories': ['Tapas Bars', 'Spanish', 'Wine Bars'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8975239, 'longitude': -8.4800434}, 'Distance from station': 1063.0776227183248, 'Is_business_closed': False}, {'Review_count': 5, 'POI Name': 'Ichigo Ichie', 'Full POI Location': {'address1': 'Sheares Street', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Sheares Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Japanese'], 'Rating': 4.0, 'Coordinates': {'latitude': 51.8981030878367, 'longitude': -8.48018935932501}, 'Distance from station': 1082.1694447499042, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Carewswood Garden Centre & Cafe', 'Full POI Location': {'address1': 'Carewswood', 'address2': '', 'address3': None, 'city': 'Castlemartyr', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Carewswood', 'Castlemartyr, Co. Cork', 'Republic of Ireland']}, 'Categories': ['Nurseries & Gardening', 'Cafes'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8968916058372, 'longitude': -8.48631553351879}, 'Distance from station': 651.4696393453429, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'The Gallows', 'Full POI Location': {'address1': '160 Bandon Road', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['160 Bandon Road', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8924764070225, 'longitude': -8.48147299904584}, 'Distance from station': 880.5381987208597, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Abbey Tavern', 'Full POI Location': {'address1': '54 Gilabbey Street', 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['54 Gilabbey Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.89387, 'longitude': -8.48288}, 'Distance from station': 772.2619603726073, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Joshua Tree', 'Full POI Location': {'address1': '69 Blarney Street', 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['69 Blarney Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.9012149, 'longitude': -8.4961916}, 'Distance from station': 1021.5645943188676, 'Is_business_closed': False}, {'Review_count': 18, 'POI Name': 'Reardens Bar', 'Full POI Location': {'address1': '26 Washington Street', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['26 Washington Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Bars'], 'Rating': 4.0, 'Coordinates': {'latitude': 51.8975, 'longitude': -8.48016}, 'Distance from station': 1054.691152356802, 'Is_business_closed': False}, {'Review_count': 3, 'POI Name': ""Fitzgerald's Park"", 'Full POI Location': {'address1': 'Mardyke Walk', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Mardyke Walk', 'Cork', 'Republic of Ireland']}, 'Categories': ['Parks'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8960265671924, 'longitude': -8.49553164966964}, 'Distance from station': 285.0312627016079, 'Is_business_closed': False}]",285.0312627016079
Fitzgerald's Park,51.89555327,-8.49341266,0,9,"[{'Review_count': 11, 'POI Name': 'Perrotts Restaurant', 'Full POI Location': {'address1': 'Hayfield Manor, Perrott Avenue', 'address2': 'College Road', 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Hayfield Manor, Perrott Avenue', 'College Road', 'Cork', 'Republic of Ireland']}, 'Categories': ['Irish'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8916, 'longitude': -8.48937}, 'Distance from station': 519.798360812499, 'Is_business_closed': False}, {'Review_count': 65, 'POI Name': 'Café Paradiso', 'Full POI Location': {'address1': '16 Lancaster Quay', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['16 Lancaster Quay', 'Cork', 'Republic of Ireland']}, 'Categories': ['Vegetarian', 'Cafes'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8970139892808, 'longitude': -8.48269285393805}, 'Distance from station': 753.2790543833902, 'Is_business_closed': False}, {'Review_count': 5, 'POI Name': 'Pompeii Pizza', 'Full POI Location': {'address1': '14B North Mall', 'address2': 'Franciscan Well', 'address3': '', 'city': 'Cork', 'zip_code': 'T23 RHW2', 'country': 'IE', 'state': 'CO', 'display_address': ['14B North Mall', 'Franciscan Well', 'Cork, T23 RHW2', 'Republic of Ireland']}, 'Categories': ['Pizza'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.9011393056616, 'longitude': -8.48189324140549}, 'Distance from station': 1005.2507031969642, 'Is_business_closed': False}, {'Review_count': 3, 'POI Name': 'Cameron Bakery', 'Full POI Location': {'address1': '25 Washington Street', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': 'T12 D853', 'country': 'IE', 'state': 'CO', 'display_address': ['25 Washington Street', 'Cork, T12 D853', 'Republic of Ireland']}, 'Categories': ['Bakeries'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.89755, 'longitude': -8.48028}, 'Distance from station': 930.782690808563, 'Is_business_closed': False}, {'Review_count': 9, 'POI Name': 'Cafe Depeche', 'Full POI Location': {'address1': '19 Lancaster Quay', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': 'T12 XK40', 'country': 'IE', 'state': 'CO', 'display_address': ['19 Lancaster Quay', 'Cork, T12 XK40', 'Republic of Ireland']}, 'Categories': ['Coffee & Tea'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8971195378885, 'longitude': -8.48255508768728}, 'Distance from station': 765.0975908662346, 'Is_business_closed': False}, {'Review_count': 43, 'POI Name': ""Jackie Lennox's"", 'Full POI Location': {'address1': '137 Bandon Road', 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': 'T12 C959', 'country': 'IE', 'state': 'CO', 'display_address': ['137 Bandon Road', 'Cork, T12 C959', 'Republic of Ireland']}, 'Categories': ['Fast Food'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.892354, 'longitude': -8.483519}, 'Distance from station': 766.4641674368298, 'Is_business_closed': False}, {'Review_count': 23, 'POI Name': 'Cork City Gaol', 'Full POI Location': {'address1': 'Convent Avenue', 'address2': 'Sundays Well', 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Convent Avenue', 'Sundays Well', 'Cork', 'Republic of Ireland']}, 'Categories': ['Landmarks & Historical Buildings'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8994644218721, 'longitude': -8.49918949585108}, 'Distance from station': 588.432613409144, 'Is_business_closed': False}, {'Review_count': 2, 'POI Name': ""Joe's and Bros"", 'Full POI Location': {'address1': '22 Gillabbey Street', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': 'T12 DW29', 'country': 'IE', 'state': 'CO', 'display_address': ['22 Gillabbey Street', 'Cork, T12 DW29', 'Republic of Ireland']}, 'Categories': ['Breakfast & Brunch', 'Cafes'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.893778, 'longitude': -8.483833}, 'Distance from station': 686.3496855626111, 'Is_business_closed': False}, {'Review_count': 4, 'POI Name': 'Reidys Wine Vault Bar', 'Full POI Location': {'address1': 'Western Road', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Western Road', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8938, 'longitude': -8.49951}, 'Distance from station': 461.5862550290063, 'Is_business_closed': False}, {'Review_count': 2, 'POI Name': 'Indian Aagrah', 'Full POI Location': {'address1': ""89 Sunday's Well Road"", 'address2': ""Sunday's Well"", 'address3': None, 'city': 'Cork', 'zip_code': 'T23 EH58', 'country': 'IE', 'state': 'CO', 'display_address': [""89 Sunday's Well Road"", ""Sunday's Well"", 'Cork, T23 EH58', 'Republic of Ireland']}, 'Categories': ['Indian'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8983152051529, 'longitude': -8.49666383117437}, 'Distance from station': 379.58376913308405, 'Is_business_closed': False}, {'Review_count': 3, 'POI Name': ""Vikki's"", 'Full POI Location': {'address1': ""85a Sunday's Well Road"", 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': [""85a Sunday's Well Road"", 'Cork', 'Republic of Ireland']}, 'Categories': ['Coffee & Tea'], 'Rating': 4.5, 'Coordinates': {'latitude': 51.8992954095879, 'longitude': -8.49118443049872}, 'Distance from station': 443.30578633044837, 'Is_business_closed': False}, {'Review_count': 5, 'POI Name': ""Dwyer's of Cork"", 'Full POI Location': {'address1': '28 Washington St', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': 'T12 WC93', 'country': 'IE', 'state': 'CO', 'display_address': ['28 Washington St', 'Cork, T12 WC93', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 4.0, 'Coordinates': {'latitude': 51.89748, 'longitude': -8.47851}, 'Distance from station': 962.0536518899264, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'The Silly Goose', 'Full POI Location': {'address1': '3 Hanover Place', 'address2': 'Washington Street', 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['3 Hanover Place', 'Washington Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Cocktail Bars', 'Pubs', 'Italian'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8973, 'longitude': -8.47926}, 'Distance from station': 992.082179042626, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Feed your Senses', 'Full POI Location': {'address1': '27 Washington Street West', 'address2': None, 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['27 Washington Street West', 'Cork', 'Republic of Ireland']}, 'Categories': ['Tapas Bars', 'Spanish', 'Wine Bars'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8975239, 'longitude': -8.4800434}, 'Distance from station': 943.1589794631702, 'Is_business_closed': False}, {'Review_count': 5, 'POI Name': 'Ichigo Ichie', 'Full POI Location': {'address1': 'Sheares Street', 'address2': '', 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Sheares Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Japanese'], 'Rating': 4.0, 'Coordinates': {'latitude': 51.8981030878367, 'longitude': -8.48018935932501}, 'Distance from station': 950.597516194032, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Carewswood Garden Centre & Cafe', 'Full POI Location': {'address1': 'Carewswood', 'address2': '', 'address3': None, 'city': 'Castlemartyr', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['Carewswood', 'Castlemartyr, Co. Cork', 'Republic of Ireland']}, 'Categories': ['Nurseries & Gardening', 'Cafes'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8968916058372, 'longitude': -8.48631553351879}, 'Distance from station': 509.213925291266, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'The Gallows', 'Full POI Location': {'address1': '160 Bandon Road', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['160 Bandon Road', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.8924764070225, 'longitude': -8.48147299904584}, 'Distance from station': 887.8692387634268, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Abbey Tavern', 'Full POI Location': {'address1': '54 Gilabbey Street', 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['54 Gilabbey Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.89387, 'longitude': -8.48288}, 'Distance from station': 742.8805707373809, 'Is_business_closed': False}, {'Review_count': 1, 'POI Name': 'Joshua Tree', 'Full POI Location': {'address1': '69 Blarney Street', 'address2': '', 'address3': '', 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['69 Blarney Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Pubs'], 'Rating': 5.0, 'Coordinates': {'latitude': 51.9012149, 'longitude': -8.4961916}, 'Distance from station': 813.8566869311927, 'Is_business_closed': False}, {'Review_count': 18, 'POI Name': 'Reardens Bar', 'Full POI Location': {'address1': '26 Washington Street', 'address2': None, 'address3': None, 'city': 'Cork', 'zip_code': '', 'country': 'IE', 'state': 'CO', 'display_address': ['26 Washington Street', 'Cork', 'Republic of Ireland']}, 'Categories': ['Bars'], 'Rating': 4.0, 'Coordinates': {'latitude': 51.8975, 'longitude': -8.48016}, 'Distance from station': 934.7603092308779, 'Is_business_closed': False}]",379.58376913308405
