Station Name,latitude,longitude,Num_Bikes,Empty_slots,Foursquare POIS data,Shortest FSQ Distance from Station
Gaol Walk,51.893604,-8.494174,13,14,"[{'POI Name': 'Bierhouse The', 'Full POI Location': {'address': '28-31 Popes Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '28-31 Popes Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Beer Bar', 'Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.901545, 'longitude': -8.476777}, 'Distance from station': 1478}, {'POI Name': 'Market Lane', 'Full POI Location': {'address': '5 & 6 OLIVER PLUNKETT St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '5 & 6 OLIVER PLUNKETT St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.898437, 'longitude': -8.468041}, 'Distance from station': 1857}, {'POI Name': 'Sin E', 'Full POI Location': {'address': '8 Coburg St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '8 Coburg St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Lounge', 'Pub'], 'Rating': 9.1, 'Coordinates': {'latitude': 51.901726, 'longitude': -8.471225}, 'Distance from station': 1838}, {'POI Name': 'Three Fools Coffee', 'Full POI Location': {'address': 'Grand Parade', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'Grand Parade, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Café', 'Coffee Shop', 'Sandwich Spot'], 'Rating': 8.8, 'Coordinates': {'latitude': 51.896754, 'longitude': -8.474951}, 'Distance from station': 1370}, {'POI Name': 'Rising Sons Brewery', 'Full POI Location': {'address': 'Cornmarket St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Cornmarket St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Sports Bar', 'Brewery', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.899569, 'longitude': -8.476376}, 'Distance from station': 1381}, {'POI Name': 'SALT Wine Bar', 'Full POI Location': {'address': 'Victoria Rd', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Victoria Rd, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.896039, 'longitude': -8.456997}, 'Distance from station': 2558}, {'POI Name': ""L'Atitude 51"", 'Full POI Location': {'address': '1 Union Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '1 Union Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Wine Bar', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.897084, 'longitude': -8.466597}, 'Distance from station': 1948}, {'POI Name': 'The Oliver Plunkett', 'Full POI Location': {'address': '116 Oliver Plunkett St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': 'Caroline St', 'formatted_address': '116 Oliver Plunkett St (Caroline St), Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Lounge', 'Pub', 'Restaurant'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.898089, 'longitude': -8.469617}, 'Distance from station': 1752}, {'POI Name': ""Gallagher's"", 'Full POI Location': {'address': 'MacCurtain St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'MacCurtain St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Bar', 'Gastropub'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.901528, 'longitude': -8.469997}, 'Distance from station': 1881}, {'POI Name': 'The Jameson Experience', 'Full POI Location': {'address': 'Distillery Walk', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Distillery Walk, Midleton, Co Cork', 'locality': 'Midleton', 'region': 'Co Cork'}, 'Categories': ['Museum'], 'Rating': 9.3, 'Coordinates': {'latitude': 51.913715, 'longitude': -8.168232}, 'Distance from station': 22462}]",1370
Fitzgerald's Park,51.89555327,-8.49341266,6,9,"[{'POI Name': 'Bierhouse The', 'Full POI Location': {'address': '28-31 Popes Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '28-31 Popes Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Beer Bar', 'Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.901545, 'longitude': -8.476777}, 'Distance from station': 1317}, {'POI Name': 'Market Lane', 'Full POI Location': {'address': '5 & 6 OLIVER PLUNKETT St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '5 & 6 OLIVER PLUNKETT St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.898437, 'longitude': -8.468041}, 'Distance from station': 1754}, {'POI Name': 'Sin E', 'Full POI Location': {'address': '8 Coburg St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '8 Coburg St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Lounge', 'Pub'], 'Rating': 9.1, 'Coordinates': {'latitude': 51.901726, 'longitude': -8.471225}, 'Distance from station': 1693}, {'POI Name': 'Three Fools Coffee', 'Full POI Location': {'address': 'Grand Parade', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'Grand Parade, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Café', 'Coffee Shop', 'Sandwich Spot'], 'Rating': 8.8, 'Coordinates': {'latitude': 51.896754, 'longitude': -8.474951}, 'Distance from station': 1278}, {'POI Name': 'Rising Sons Brewery', 'Full POI Location': {'address': 'Cornmarket St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Cornmarket St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Sports Bar', 'Brewery', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.899569, 'longitude': -8.476376}, 'Distance from station': 1243}, {'POI Name': 'SALT Wine Bar', 'Full POI Location': {'address': 'Victoria Rd', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Victoria Rd, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.896039, 'longitude': -8.456997}, 'Distance from station': 2491}, {'POI Name': ""L'Atitude 51"", 'Full POI Location': {'address': '1 Union Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '1 Union Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Wine Bar', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.897084, 'longitude': -8.466597}, 'Distance from station': 1863}, {'POI Name': 'The Oliver Plunkett', 'Full POI Location': {'address': '116 Oliver Plunkett St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': 'Caroline St', 'formatted_address': '116 Oliver Plunkett St (Caroline St), Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Lounge', 'Pub', 'Restaurant'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.898089, 'longitude': -8.469617}, 'Distance from station': 1650}, {'POI Name': ""Gallagher's"", 'Full POI Location': {'address': 'MacCurtain St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'MacCurtain St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Bar', 'Gastropub'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.901528, 'longitude': -8.469997}, 'Distance from station': 1741}, {'POI Name': 'The Jameson Experience', 'Full POI Location': {'address': 'Distillery Walk', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Distillery Walk, Midleton, Co Cork', 'locality': 'Midleton', 'region': 'Co Cork'}, 'Categories': ['Museum'], 'Rating': 9.3, 'Coordinates': {'latitude': 51.913715, 'longitude': -8.168232}, 'Distance from station': 22389}]",1243
Bandfield,51.89580557,-8.4891363,8,22,"[{'POI Name': 'Bierhouse The', 'Full POI Location': {'address': '28-31 Popes Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '28-31 Popes Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Beer Bar', 'Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.901545, 'longitude': -8.476777}, 'Distance from station': 1055}, {'POI Name': 'Market Lane', 'Full POI Location': {'address': '5 & 6 OLIVER PLUNKETT St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '5 & 6 OLIVER PLUNKETT St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.898437, 'longitude': -8.468041}, 'Distance from station': 1461}, {'POI Name': 'Sin E', 'Full POI Location': {'address': '8 Coburg St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '8 Coburg St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Lounge', 'Pub'], 'Rating': 9.1, 'Coordinates': {'latitude': 51.901726, 'longitude': -8.471225}, 'Distance from station': 1417}, {'POI Name': 'Three Fools Coffee', 'Full POI Location': {'address': 'Grand Parade', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'Grand Parade, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Café', 'Coffee Shop', 'Sandwich Spot'], 'Rating': 8.8, 'Coordinates': {'latitude': 51.896754, 'longitude': -8.474951}, 'Distance from station': 983}, {'POI Name': 'Rising Sons Brewery', 'Full POI Location': {'address': 'Cornmarket St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Cornmarket St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Sports Bar', 'Brewery', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.899569, 'longitude': -8.476376}, 'Distance from station': 962}, {'POI Name': 'SALT Wine Bar', 'Full POI Location': {'address': 'Victoria Rd', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Victoria Rd, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.896039, 'longitude': -8.456997}, 'Distance from station': 2197}, {'POI Name': ""L'Atitude 51"", 'Full POI Location': {'address': '1 Union Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '1 Union Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Wine Bar', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.897084, 'longitude': -8.466597}, 'Distance from station': 1568}, {'POI Name': 'The Oliver Plunkett', 'Full POI Location': {'address': '116 Oliver Plunkett St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': 'Caroline St', 'formatted_address': '116 Oliver Plunkett St (Caroline St), Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Lounge', 'Pub', 'Restaurant'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.898089, 'longitude': -8.469617}, 'Distance from station': 1357}, {'POI Name': ""Gallagher's"", 'Full POI Location': {'address': 'MacCurtain St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'MacCurtain St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Bar', 'Gastropub'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.901528, 'longitude': -8.469997}, 'Distance from station': 1462}, {'POI Name': 'The Jameson Experience', 'Full POI Location': {'address': 'Distillery Walk', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Distillery Walk, Midleton, Co Cork', 'locality': 'Midleton', 'region': 'Co Cork'}, 'Categories': ['Museum'], 'Rating': 9.3, 'Coordinates': {'latitude': 51.913715, 'longitude': -8.168232}, 'Distance from station': 22095}]",962
Dyke Parade,51.89718531,-8.48458467,8,10,"[{'POI Name': 'Bierhouse The', 'Full POI Location': {'address': '28-31 Popes Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '28-31 Popes Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Beer Bar', 'Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.901545, 'longitude': -8.476777}, 'Distance from station': 716}, {'POI Name': 'Market Lane', 'Full POI Location': {'address': '5 & 6 OLIVER PLUNKETT St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '5 & 6 OLIVER PLUNKETT St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.898437, 'longitude': -8.468041}, 'Distance from station': 1128}, {'POI Name': 'Sin E', 'Full POI Location': {'address': '8 Coburg St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '8 Coburg St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Lounge', 'Pub'], 'Rating': 9.1, 'Coordinates': {'latitude': 51.901726, 'longitude': -8.471225}, 'Distance from station': 1070}, {'POI Name': 'Three Fools Coffee', 'Full POI Location': {'address': 'Grand Parade', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'Grand Parade, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Café', 'Coffee Shop', 'Sandwich Spot'], 'Rating': 8.8, 'Coordinates': {'latitude': 51.896754, 'longitude': -8.474951}, 'Distance from station': 666}, {'POI Name': 'Rising Sons Brewery', 'Full POI Location': {'address': 'Cornmarket St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Cornmarket St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Sports Bar', 'Brewery', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.899569, 'longitude': -8.476376}, 'Distance from station': 614}, {'POI Name': 'SALT Wine Bar', 'Full POI Location': {'address': 'Victoria Rd', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Victoria Rd, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.896039, 'longitude': -8.456997}, 'Distance from station': 1888}, {'POI Name': ""L'Atitude 51"", 'Full POI Location': {'address': '1 Union Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '1 Union Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Wine Bar', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.897084, 'longitude': -8.466597}, 'Distance from station': 1247}, {'POI Name': 'The Oliver Plunkett', 'Full POI Location': {'address': '116 Oliver Plunkett St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': 'Caroline St', 'formatted_address': '116 Oliver Plunkett St (Caroline St), Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Lounge', 'Pub', 'Restaurant'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.898089, 'longitude': -8.469617}, 'Distance from station': 1024}, {'POI Name': ""Gallagher's"", 'Full POI Location': {'address': 'MacCurtain St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'MacCurtain St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Bar', 'Gastropub'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.901528, 'longitude': -8.469997}, 'Distance from station': 1114}, {'POI Name': 'The Jameson Experience', 'Full POI Location': {'address': 'Distillery Walk', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Distillery Walk, Midleton, Co Cork', 'locality': 'Midleton', 'region': 'Co Cork'}, 'Categories': ['Museum'], 'Rating': 9.3, 'Coordinates': {'latitude': 51.913715, 'longitude': -8.168232}, 'Distance from station': 21770}]",614
Pope's Quay,51.901632,-8.477385,15,3,"[{'POI Name': 'Bierhouse The', 'Full POI Location': {'address': '28-31 Popes Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '28-31 Popes Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Beer Bar', 'Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.901545, 'longitude': -8.476777}, 'Distance from station': 48}, {'POI Name': 'Market Lane', 'Full POI Location': {'address': '5 & 6 OLIVER PLUNKETT St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '5 & 6 OLIVER PLUNKETT St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.898437, 'longitude': -8.468041}, 'Distance from station': 720}, {'POI Name': 'Sin E', 'Full POI Location': {'address': '8 Coburg St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '8 Coburg St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Lounge', 'Pub'], 'Rating': 9.1, 'Coordinates': {'latitude': 51.901726, 'longitude': -8.471225}, 'Distance from station': 444}, {'POI Name': 'Three Fools Coffee', 'Full POI Location': {'address': 'Grand Parade', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'Grand Parade, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Café', 'Coffee Shop', 'Sandwich Spot'], 'Rating': 8.8, 'Coordinates': {'latitude': 51.896754, 'longitude': -8.474951}, 'Distance from station': 561}, {'POI Name': 'Rising Sons Brewery', 'Full POI Location': {'address': 'Cornmarket St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Cornmarket St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Sports Bar', 'Brewery', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.899569, 'longitude': -8.476376}, 'Distance from station': 239}, {'POI Name': 'SALT Wine Bar', 'Full POI Location': {'address': 'Victoria Rd', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Victoria Rd, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.896039, 'longitude': -8.456997}, 'Distance from station': 1517}, {'POI Name': ""L'Atitude 51"", 'Full POI Location': {'address': '1 Union Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '1 Union Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Wine Bar', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.897084, 'longitude': -8.466597}, 'Distance from station': 894}, {'POI Name': 'The Oliver Plunkett', 'Full POI Location': {'address': '116 Oliver Plunkett St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': 'Caroline St', 'formatted_address': '116 Oliver Plunkett St (Caroline St), Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Lounge', 'Pub', 'Restaurant'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.898089, 'longitude': -8.469617}, 'Distance from station': 647}, {'POI Name': ""Gallagher's"", 'Full POI Location': {'address': 'MacCurtain St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'MacCurtain St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Bar', 'Gastropub'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.901528, 'longitude': -8.469997}, 'Distance from station': 507}, {'POI Name': 'The Jameson Experience', 'Full POI Location': {'address': 'Distillery Walk', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Distillery Walk, Midleton, Co Cork', 'locality': 'Midleton', 'region': 'Co Cork'}, 'Categories': ['Museum'], 'Rating': 9.3, 'Coordinates': {'latitude': 51.913715, 'longitude': -8.168232}, 'Distance from station': 21241}]",48
North Main St.,51.89974733,-8.47844005,5,10,"[{'POI Name': 'Bierhouse The', 'Full POI Location': {'address': '28-31 Popes Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '28-31 Popes Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Beer Bar', 'Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.901545, 'longitude': -8.476777}, 'Distance from station': 221}, {'POI Name': 'Market Lane', 'Full POI Location': {'address': '5 & 6 OLIVER PLUNKETT St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '5 & 6 OLIVER PLUNKETT St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 9.2, 'Coordinates': {'latitude': 51.898437, 'longitude': -8.468041}, 'Distance from station': 713}, {'POI Name': 'Sin E', 'Full POI Location': {'address': '8 Coburg St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': '8 Coburg St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Arts and Entertainment', 'Lounge', 'Pub'], 'Rating': 9.1, 'Coordinates': {'latitude': 51.901726, 'longitude': -8.471225}, 'Distance from station': 565}, {'POI Name': 'Three Fools Coffee', 'Full POI Location': {'address': 'Grand Parade', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'Grand Parade, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Café', 'Coffee Shop', 'Sandwich Spot'], 'Rating': 8.8, 'Coordinates': {'latitude': 51.896754, 'longitude': -8.474951}, 'Distance from station': 406}, {'POI Name': 'Rising Sons Brewery', 'Full POI Location': {'address': 'Cornmarket St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Cornmarket St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Sports Bar', 'Brewery', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.899569, 'longitude': -8.476376}, 'Distance from station': 136}, {'POI Name': 'SALT Wine Bar', 'Full POI Location': {'address': 'Victoria Rd', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Victoria Rd, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.896039, 'longitude': -8.456997}, 'Distance from station': 1516}, {'POI Name': ""L'Atitude 51"", 'Full POI Location': {'address': '1 Union Quay', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': '1 Union Quay, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Wine Bar', 'Restaurant'], 'Rating': 8.6, 'Coordinates': {'latitude': 51.897084, 'longitude': -8.466597}, 'Distance from station': 869}, {'POI Name': 'The Oliver Plunkett', 'Full POI Location': {'address': '116 Oliver Plunkett St', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': 'Caroline St', 'formatted_address': '116 Oliver Plunkett St (Caroline St), Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Lounge', 'Pub', 'Restaurant'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.898089, 'longitude': -8.469617}, 'Distance from station': 620}, {'POI Name': ""Gallagher's"", 'Full POI Location': {'address': 'MacCurtain St', 'admin_region': 'Munster', 'country': 'IE', 'formatted_address': 'MacCurtain St, Cork, Co Cork', 'locality': 'Cork', 'region': 'Co Cork'}, 'Categories': ['Bar', 'Gastropub'], 'Rating': 8.5, 'Coordinates': {'latitude': 51.901528, 'longitude': -8.469997}, 'Distance from station': 615}, {'POI Name': 'The Jameson Experience', 'Full POI Location': {'address': 'Distillery Walk', 'admin_region': 'Munster', 'country': 'IE', 'cross_street': '', 'formatted_address': 'Distillery Walk, Midleton, Co Cork', 'locality': 'Midleton', 'region': 'Co Cork'}, 'Categories': ['Museum'], 'Rating': 9.3, 'Coordinates': {'latitude': 51.913715, 'longitude': -8.168232}, 'Distance from station': 21327}]",136
